target_library,package_name,candidate_name,primary_category,component_kind,repo_count,file_count,priority,rationale,evidence_repos
shared-ui,@platphorm/ui,label,ui,ui-primitive,103,106,high,ui-primitive classified as ui with reuse potential across 103 repositories and 106 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__burrito-dealer-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__front-runners-webby, mbarbine__game-porting-service-webby, mbarbine__gamer, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__jaydens-therapy-legal-www, mbarbine__mermaid-community-platform, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nextjs-ai-4, mbarbine__nextjs-ai-chatbot, mbarbine__nova-hackers-webby, mbarbine__nuclear-power-plant-webby-NPaaS, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-chatbot, mbarbine__platphorm-404, mbarbine__platphorm-ai-photo-enrichment, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base"
shared-ui,@platphorm/ui,textarea,ui,ui-primitive,103,106,high,ui-primitive classified as ui with reuse potential across 103 repositories and 106 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__Scripts, mbarbine__ai-chat-interface-webby, mbarbine__airrow-commuter-balloon, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__burrito-dealer-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__doflo-clone, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fashion-sadiepass-WWW, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__jaydens-therapy-legal-www, mbarbine__mermaid-community-platform, mbarbine__mermaid-next-www, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nextjs-ai-4, mbarbine__nextjs-ai-chatbot, mbarbine__nova-hackers-webby, mbarbine__nuclear-power-plant-webby-NPaaS, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-chatbot, mbarbine__platphorm-404, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii"
shared-ui,@platphorm/ui,tooltip,ui,ui-primitive,101,104,high,ui-primitive classified as ui with reuse potential across 101 repositories and 104 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__Scripts, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbine-worldwide-2025-wwww, mbarbine__barbineworldwide-2026-metahack, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__gamer, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__my-first-nova-hbackers-preseo, mbarbine__nextjs-ai-4, mbarbine__nextjs-ai-chatbot, mbarbine__nova-hackers-webby, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-admin-dashboard, mbarbine__ph3ar-chatbot, mbarbine__platphorm-404, mbarbine__platphorm-agentui, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol"
shared-ui,@platphorm/ui,dropdown-menu,ui,ui-primitive,96,98,high,ui-primitive classified as ui with reuse potential across 96 repositories and 98 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__burrito-dealer-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__doflo-clone, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nextjs-ai-4, mbarbine__nextjs-ai-chatbot, mbarbine__nova-hackers-webby, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-admin-dashboard, mbarbine__ph3ar-chatbot, mbarbine__platphorm-404, mbarbine__platphorm-ai-photo-enrichment, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex"
shared-ui,@platphorm/ui,tabs,ui,ui-primitive,95,97,high,ui-primitive classified as ui with reuse potential across 95 repositories and 97 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__Scripts, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fashion-sadiepass-WWW, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nova-hackers-webby, mbarbine__nuclear-power-plant-webby-NPaaS, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-admin-dashboard, mbarbine__platphorm-404, mbarbine__platphorm-agentui, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-content-showback-dashboard, mbarbine__platphorm-decks"
shared-ui,@platphorm/ui,separator,ui,ui-primitive,94,96,high,ui-primitive classified as ui with reuse potential across 94 repositories and 96 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__mailthing-main, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nextjs-ai-4, mbarbine__nextjs-ai-chatbot, mbarbine__nova-hackers-webby, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-chatbot, mbarbine__platphorm-404, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-content-showback-dashboard, mbarbine__platphorm-decks, mbarbine__platphorm-desa"
shared-ui,@platphorm/ui,alert,ui,ui-primitive,92,95,high,ui-primitive classified as ui with reuse potential across 92 repositories and 95 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__Scripts, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nova-hackers-webby, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-blog, mbarbine__platphorm-404, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-decks, mbarbine__platphorm-desa, mbarbine__platphorm-design, mbarbine__platphorm-dictionary, mbarbine__platphorm-emoji"
shared-ui,@platphorm/ui,toast,ui,ui-primitive,92,95,high,ui-primitive classified as ui with reuse potential across 92 repositories and 95 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__mailthing-main, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nova-hackers-webby, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-chatbot, mbarbine__platphorm-404, mbarbine__platphorm-agentui, mbarbine__platphorm-ai-photo-enrichment, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-content-showback-dashboard, mbarbine__platphorm-decks, mbarbine__platphorm-desa"
shared-ui,@platphorm/ui,sheet,ui,ui-primitive,92,94,high,ui-primitive classified as ui with reuse potential across 92 repositories and 94 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nextjs-ai-4, mbarbine__nextjs-ai-chatbot, mbarbine__nova-hackers-webby, mbarbine__nuclear-power-plant-webby-NPaaS, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-admin-dashboard, mbarbine__ph3ar-chatbot, mbarbine__platphorm-404, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-decks, mbarbine__platphorm-desa"
shared-ui,@platphorm/ui,skeleton,ui,ui-primitive,91,93,high,ui-primitive classified as ui with reuse potential across 91 repositories and 93 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nextjs-ai-4, mbarbine__nextjs-ai-chatbot, mbarbine__nova-hackers-webby, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-chatbot, mbarbine__platphorm-404, mbarbine__platphorm-agentui, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-decks, mbarbine__platphorm-desa, mbarbine__platphorm-design, mbarbine__platphorm-dictionary, mbarbine__platphorm-emoji"
shared-ui,@platphorm/ui,dialog,ui,ui-primitive,90,94,high,ui-primitive classified as ui with reuse potential across 90 repositories and 94 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__Scripts, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__gamer, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nova-hackers-webby, mbarbine__nuclear-power-plant-webby-NPaaS, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__platphorm-404, mbarbine__platphorm-agentui, mbarbine__platphorm-ai-photo-enrichment, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-content-showback-dashboard, mbarbine__platphorm-decks, mbarbine__platphorm-desa"
shared-ui,@platphorm/ui,avatar,ui,ui-primitive,88,90,high,ui-primitive classified as ui with reuse potential across 88 repositories and 90 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__doflo-clone, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fashion-sadiepass-WWW, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nova-hackers-webby, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-blog, mbarbine__platphorm-404, mbarbine__platphorm-agentui, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-decks, mbarbine__platphorm-desa, mbarbine__platphorm-design"
shared-ui,@platphorm/ui,progress,ui,ui-primitive,87,89,high,ui-primitive classified as ui with reuse potential across 87 repositories and 89 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__msicrafter, mbarbine__multiplayer-puzzle-game, mbarbine__nova-hackers-webby, mbarbine__nuclear-power-plant-webby-NPaaS, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__platphorm-404, mbarbine__platphorm-ai-photo-enrichment, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-content-showback-dashboard, mbarbine__platphorm-decks, mbarbine__platphorm-desa, mbarbine__platphorm-design"
shared-ui,@platphorm/ui,switch,ui,ui-primitive,87,89,high,ui-primitive classified as ui with reuse potential across 87 repositories and 89 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nova-hackers-webby, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__platphorm-404, mbarbine__platphorm-ai-photo-enrichment, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-decks, mbarbine__platphorm-desa, mbarbine__platphorm-design, mbarbine__platphorm-dictionary, mbarbine__platphorm-emoji, mbarbine__platphorm-finance"
shared-ui,@platphorm/ui,table,ui,ui-primitive,87,89,high,ui-primitive classified as ui with reuse potential across 87 repositories and 89 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fashion-sadiepass-WWW, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nova-hackers-webby, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__ph3ar-admin-dashboard, mbarbine__platphorm-404, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-decks, mbarbine__platphorm-desa, mbarbine__platphorm-design, mbarbine__platphorm-dictionary, mbarbine__platphorm-emoji"
shared-ui,@platphorm/ui,accordion,ui,ui-primitive,86,88,high,ui-primitive classified as ui with reuse potential across 86 repositories and 88 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__Scripts, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__front-runners-webby, mbarbine__game-porting-service-webby, mbarbine__global-anti-globalist-club-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nova-hackers-webby, mbarbine__nuclear-power-plant-webby-NPaaS, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__platphorm-404, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-decks, mbarbine__platphorm-desa, mbarbine__platphorm-design, mbarbine__platphorm-dictionary"
shared-ui,@platphorm/ui,checkbox,ui,ui-primitive,86,88,high,ui-primitive classified as ui with reuse potential across 86 repositories and 88 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__beer-museum-manager-www, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fashion-sadiepass-WWW, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__mermaid-community-platform, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nova-hackers-webby, mbarbine__nuclear-power-plant-webby-NPaaS, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__platphorm-404, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-decks, mbarbine__platphorm-desa, mbarbine__platphorm-design, mbarbine__platphorm-dictionary"
shared-ui,@platphorm/ui,slider,ui,ui-primitive,85,87,high,ui-primitive classified as ui with reuse potential across 85 repositories and 87 files.,"mbarbine__2025-year-in-review-webby, mbarbine__Joshs-magnets-landing-page, mbarbine__ai-chat-interface-webby, mbarbine__autographed-bibles-webby, mbarbine__automotive-flamethrower-webby, mbarbine__barbineworldwide-2026-metahack, mbarbine__calendar-app-webby, mbarbine__car-service-records, mbarbine__civic-engagement-platform-webby, mbarbine__crafted-virginia-website, mbarbine__desert-bus, mbarbine__dogstar-cybernetics-webby, mbarbine__drone-reel-webby, mbarbine__email-reading-service-webby, mbarbine__fashion-sadiepass-WWW, mbarbine__fortune-cookie-webby, mbarbine__fortune-cookie-webby-yj, mbarbine__game-porting-service-webby, mbarbine__hot-chocolate-for-profit-webby, mbarbine__instant-snap-postcard, mbarbine__microwave-sticker-webby, mbarbine__microwave-stickers-, mbarbine__multiplayer-puzzle-game, mbarbine__nova-hackers-webby, mbarbine__onboard-platphorm-boilerplate-repo, mbarbine__platphorm-404, mbarbine__platphorm-alleycats, mbarbine__platphorm-ascii, mbarbine__platphorm-auction-vice, mbarbine__platphorm-base, mbarbine__platphorm-bbs, mbarbine__platphorm-cobol, mbarbine__platphorm-codex, mbarbine__platphorm-decks, mbarbine__platphorm-desa, mbarbine__platphorm-design, mbarbine__platphorm-dictionary, mbarbine__platphorm-emoji, mbarbine__platphorm-finance, mbarbine__platphorm-fingerprint-service"
